,urlkey,number_of_pages,0,1,2,3,4,5,6,7,8,9,domain
3164,"au,gov,nsw,schools,canleyhts-p",225,au,gov,nsw,schools,canleyhts-p,,,,,,canleyhts-p.schools.nsw.gov.au
3165,"au,gov,qld,gympie,w",1,au,gov,qld,gympie,w,,,,,,w.gympie.qld.gov.au
3166,"au,gov,vic,edendale",387,au,gov,vic,edendale,,,,,,,edendale.vic.gov.au
3167,"au,gov,nsw,energyaffordability",384,au,gov,nsw,energyaffordability,,,,,,,energyaffordability.nsw.gov.au
3168,"au,gov,vic,business,blis",48,au,gov,vic,business,blis,,,,,,blis.business.vic.gov.au
3169,"au,gov,go",1114,au,gov,go,,,,,,,,go.gov.au
3170,"au,gov,nt,lrm",2079,au,gov,nt,lrm,,,,,,,lrm.nt.gov.au
3171,"au,gov,nt,notes",136944,au,gov,nt,notes,,,,,,,notes.nt.gov.au
3172,"au,gov,wa,whousing",1,au,gov,wa,whousing,,,,,,,whousing.wa.gov.au
3173,"au,gov,ausinfo,webpac",40,au,gov,ausinfo,webpac,,,,,,,webpac.ausinfo.gov.au
3174,"au,gov,nsw,kids,youdecide1",7,au,gov,nsw,kids,youdecide1,,,,,,youdecide1.kids.nsw.gov.au
3175,"au,gov,nsw,schools,kensington-p",206,au,gov,nsw,schools,kensington-p,,,,,,kensington-p.schools.nsw.gov.au
3176,"au,gov,ga,gis,prod-amsis-elb",8,au,gov,ga,gis,prod-amsis-elb,,,,,,prod-amsis-elb.gis.ga.gov.au
3177,"au,gov,qld,dilgp,haveyoursay",271,au,gov,qld,dilgp,haveyoursay,,,,,,haveyoursay.dilgp.qld.gov.au
3178,"au,gov,qld,tafe,bn,coursesearch",1832,au,gov,qld,tafe,bn,coursesearch,,,,,coursesearch.bn.tafe.qld.gov.au
3179,"au,gov,detya,nrs",246,au,gov,detya,nrs,,,,,,,nrs.detya.gov.au
3180,"au,gov,wa,ptt",1528,au,gov,wa,ptt,,,,,,,ptt.wa.gov.au
3181,"au,gov,nsw,kmc,ezone",2,au,gov,nsw,kmc,ezone,,,,,,ezone.kmc.nsw.gov.au
3182,"au,gov,sa,sportsvouchers,portal",9,au,gov,sa,sportsvouchers,portal,,,,,,portal.sportsvouchers.sa.gov.au
3183,"au,gov,sa,mid-murray",149105,au,gov,sa,mid-murray,,,,,,,mid-murray.sa.gov.au
3184,"au,gov,tas,launceston,inmagic",1,au,gov,tas,launceston,inmagic,,,,,,inmagic.launceston.tas.gov.au
3185,"au,gov,qld,pt,willsweek",262,au,gov,qld,pt,willsweek,,,,,,willsweek.pt.qld.gov.au
3186,"au,gov,aec,apps",7464,au,gov,aec,apps,,,,,,,apps.aec.gov.au
3187,"au,gov,nsw,schools,sanssouci-p",178,au,gov,nsw,schools,sanssouci-p,,,,,,sanssouci-p.schools.nsw.gov.au
3188,"au,gov,qld,services,starting-a-cafe",26,au,gov,qld,services,starting-a-cafe,,,,,,starting-a-cafe.services.qld.gov.au
3189,"au,gov,nla,librariesaustralia",48484,au,gov,nla,librariesaustralia,,,,,,,librariesaustralia.nla.gov.au
3190,"au,gov,nsw,cityofsydney,fx",3,au,gov,nsw,cityofsydney,fx,,,,,,fx.cityofsydney.nsw.gov.au
3191,"au,gov,nt,katherine",9390,au,gov,nt,katherine,,,,,,,katherine.nt.gov.au
3192,"au,gov,tas,dpiw,cfev",3,au,gov,tas,dpiw,cfev,,,,,,cfev.dpiw.tas.gov.au
3193,"au,gov,nsw,maps,test",1,au,gov,nsw,maps,test,,,,,,test.maps.nsw.gov.au
3194,"au,gov,vic,eduweb,prms21",21,au,gov,vic,eduweb,prms21,,,,,,prms21.eduweb.vic.gov.au
3195,"au,gov,nsw,bourke",2020,au,gov,nsw,bourke,,,,,,,bourke.nsw.gov.au
3196,"au,gov,vic,slv,ion",2,au,gov,vic,slv,ion,,,,,,ion.slv.vic.gov.au
3197,"au,gov,apsc,library",151,au,gov,apsc,library,,,,,,,library.apsc.gov.au
3198,"au,gov,vic,glenelg-hopkins,environet",304,au,gov,vic,glenelg-hopkins,environet,,,,,,environet.glenelg-hopkins.vic.gov.au
3199,"au,gov,wa,dct",3680,au,gov,wa,dct,,,,,,,dct.wa.gov.au
3200,"au,gov,wa,albany,app",1,au,gov,wa,albany,app,,,,,,app.albany.wa.gov.au
3201,"au,gov,brandaustralia,submissions",14,au,gov,brandaustralia,submissions,,,,,,,submissions.brandaustralia.gov.au
3202,"au,gov,nsw,waratahbonds",30,au,gov,nsw,waratahbonds,,,,,,,waratahbonds.nsw.gov.au
3203,"au,gov,nsw,schools,cowper-p",202,au,gov,nsw,schools,cowper-p,,,,,,cowper-p.schools.nsw.gov.au
3204,"au,gov,nhvr,service",3,au,gov,nhvr,service,,,,,,,service.nhvr.gov.au
3205,"au,gov,sa,seniorscard",449,au,gov,sa,seniorscard,,,,,,,seniorscard.sa.gov.au
3206,"au,gov,wapol,comagents",1,au,gov,wapol,comagents,,,,,,,comagents.wapol.gov.au
3207,"au,gov,nsw,records,archivesoutside",4157,au,gov,nsw,records,archivesoutside,,,,,,archivesoutside.records.nsw.gov.au
3208,"au,gov,qld,toowoombarc,careers",4497,au,gov,qld,toowoombarc,careers,,,,,,careers.toowoombarc.qld.gov.au
3209,"au,gov,wa,wagiv",1674,au,gov,wa,wagiv,,,,,,,wagiv.wa.gov.au
3210,"au,gov,wa,wrc,tr1",4,au,gov,wa,wrc,tr1,,,,,,tr1.wrc.wa.gov.au
3211,"au,gov,qld,csyw,cspm-staging",15,au,gov,qld,csyw,cspm-staging,,,,,,cspm-staging.csyw.qld.gov.au
3212,"au,gov,embassy,bulgaria",90,au,gov,embassy,bulgaria,,,,,,,bulgaria.embassy.gov.au
3213,"au,gov,nla,mail",2,au,gov,nla,mail,,,,,,,mail.nla.gov.au
3214,"au,gov,nsw,service,connect-it3",1,au,gov,nsw,service,connect-it3,,,,,,connect-it3.service.nsw.gov.au
3215,"au,gov,nsw,hccc,ecomplaints",4,au,gov,nsw,hccc,ecomplaints,,,,,,ecomplaints.hccc.nsw.gov.au
3216,"au,gov,arpansa,uvdata",3,au,gov,arpansa,uvdata,,,,,,,uvdata.arpansa.gov.au
3217,"au,gov,wa,servicenet,netflow",2,au,gov,wa,servicenet,netflow,,,,,,netflow.servicenet.wa.gov.au
3218,"au,gov,nsw,workcover,notifications",83,au,gov,nsw,workcover,notifications,,,,,,notifications.workcover.nsw.gov.au
3219,"au,gov,vic,yourchoice",395,au,gov,vic,yourchoice,,,,,,,yourchoice.vic.gov.au
3220,"au,gov,sa,dhud,devplan",63,au,gov,sa,dhud,devplan,,,,,,devplan.dhud.sa.gov.au
3221,"au,gov,wa,landgate,carbonwatch",7,au,gov,wa,landgate,carbonwatch,,,,,,carbonwatch.landgate.wa.gov.au
3222,"au,gov,sa,translate,clients",11,au,gov,sa,translate,clients,,,,,,clients.translate.sa.gov.au
3223,"au,gov,education,docs",10233,au,gov,education,docs,,,,,,,docs.education.gov.au
3224,"au,gov,tas,education,emagine",555,au,gov,tas,education,emagine,,,,,,emagine.education.tas.gov.au
3225,"au,gov,nsw,ctc,wentworth",19,au,gov,nsw,ctc,wentworth,,,,,,wentworth.ctc.nsw.gov.au
3226,"au,gov,vic,ecis",28745,au,gov,vic,ecis,,,,,,,ecis.vic.gov.au
3227,"au,gov,nsw,schools,beautypt-p",248,au,gov,nsw,schools,beautypt-p,,,,,,beautypt-p.schools.nsw.gov.au
3228,"au,gov,infrastructure,fed",10,au,gov,infrastructure,fed,,,,,,,fed.infrastructure.gov.au
3229,"au,gov,touchbase",16587,au,gov,touchbase,,,,,,,,touchbase.gov.au
3230,"au,gov,nsw,iworkfor,adminzone",1,au,gov,nsw,iworkfor,adminzone,,,,,,adminzone.iworkfor.nsw.gov.au
3231,"au,gov,defencejob",8,au,gov,defencejob,,,,,,,,defencejob.gov.au
3232,"au,gov,vic,ngv,discussions",1,au,gov,vic,ngv,discussions,,,,,,discussions.ngv.vic.gov.au
3233,"au,gov,ato,omnichannel",1,au,gov,ato,omnichannel,,,,,,,omnichannel.ato.gov.au
3234,"au,gov,nsw,southerncouncils,archive",49697,au,gov,nsw,southerncouncils,archive,,,,,,archive.southerncouncils.nsw.gov.au
3235,"au,gov,nsw,wdp",117,au,gov,nsw,wdp,,,,,,,wdp.nsw.gov.au
3236,"au,gov,govspace,agimo2",6,au,gov,govspace,agimo2,,,,,,,agimo2.govspace.gov.au
3237,"au,gov,tas,seniors,savings",3,au,gov,tas,seniors,savings,,,,,,savings.seniors.tas.gov.au
3238,"au,gov,wa,online,rrr",252,au,gov,wa,online,rrr,,,,,,rrr.online.wa.gov.au
3239,"au,gov,wa,training,corpsys",84,au,gov,wa,training,corpsys,,,,,,corpsys.training.wa.gov.au
3240,"au,gov,wa,legalaid,whenseparating",392,au,gov,wa,legalaid,whenseparating,,,,,,whenseparating.legalaid.wa.gov.au
3241,"au,gov,vic,ocei,lodge",251,au,gov,vic,ocei,lodge,,,,,,lodge.ocei.vic.gov.au
3242,"au,gov,nsw,multicultural,news",1,au,gov,nsw,multicultural,news,,,,,,news.multicultural.nsw.gov.au
3243,"au,gov,nsw,goulburn,yoursay",207,au,gov,nsw,goulburn,yoursay,,,,,,yoursay.goulburn.nsw.gov.au
3244,"au,gov,qld,qcomp",1855,au,gov,qld,qcomp,,,,,,,qcomp.qld.gov.au
3245,"au,gov,nsw,schools,marayonght-p",153,au,gov,nsw,schools,marayonght-p,,,,,,marayonght-p.schools.nsw.gov.au
3246,"au,gov,vic,livingvictoria",234,au,gov,vic,livingvictoria,,,,,,,livingvictoria.vic.gov.au
3247,"au,gov,qld,maranoa,dashboard",1,au,gov,qld,maranoa,dashboard,,,,,,dashboard.maranoa.qld.gov.au
3248,"au,gov,qld,pki,t3c8",1,au,gov,qld,pki,t3c8,,,,,,t3c8.pki.qld.gov.au
3249,"au,gov,qld,whitsundayrc,yoursay",808,au,gov,qld,whitsundayrc,yoursay,,,,,,yoursay.whitsundayrc.qld.gov.au
3250,"au,gov,qld,services,myaccount-beta",586,au,gov,qld,services,myaccount-beta,,,,,,myaccount-beta.services.qld.gov.au
3251,"au,gov,nsw,schools,lurnea-h",380,au,gov,nsw,schools,lurnea-h,,,,,,lurnea-h.schools.nsw.gov.au
3252,"au,gov,education,highereducationstatistics",7,au,gov,education,highereducationstatistics,,,,,,,highereducationstatistics.education.gov.au
3253,"au,gov,vic,melbourne,pedestrian",5,au,gov,vic,melbourne,pedestrian,,,,,,pedestrian.melbourne.vic.gov.au
3254,"au,gov,qld,constitution",72,au,gov,qld,constitution,,,,,,,constitution.qld.gov.au
3255,"au,gov,vic,latrobe,m",1,au,gov,vic,latrobe,m,,,,,,m.latrobe.vic.gov.au
3256,"au,gov,vic,melton,maps",2,au,gov,vic,melton,maps,,,,,,maps.melton.vic.gov.au
3257,"au,gov,vic,studymelbourne,studentlife",15,au,gov,vic,studymelbourne,studentlife,,,,,,studentlife.studymelbourne.vic.gov.au
3258,"au,gov,vic,cclc",21806,au,gov,vic,cclc,,,,,,,cclc.vic.gov.au
3259,"au,gov,sa,arts,rubyawards2016",2,au,gov,sa,arts,rubyawards2016,,,,,,rubyawards2016.arts.sa.gov.au
3260,"au,gov,nsw,stsatlas",32,au,gov,nsw,stsatlas,,,,,,,stsatlas.nsw.gov.au
3261,"au,gov,qld,slq,giftofpresence",213,au,gov,qld,slq,giftofpresence,,,,,,giftofpresence.slq.qld.gov.au
3262,"au,gov,vic,frankston",107711,au,gov,vic,frankston,,,,,,,frankston.vic.gov.au
3263,"au,gov,nsw,schools,glenfldpk-s",125,au,gov,nsw,schools,glenfldpk-s,,,,,,glenfldpk-s.schools.nsw.gov.au
3264,"au,gov,vic,kingston,old-localhistory",2,au,gov,vic,kingston,old-localhistory,,,,,,old-localhistory.kingston.vic.gov.au
3265,"au,gov,qld,ipswich,econdev",170,au,gov,qld,ipswich,econdev,,,,,,econdev.ipswich.qld.gov.au
3266,"au,gov,nsw,lawzone",552,au,gov,nsw,lawzone,,,,,,,lawzone.nsw.gov.au
3267,"au,gov,nsw,cityofsydney,renewableenergy",66,au,gov,nsw,cityofsydney,renewableenergy,,,,,,renewableenergy.cityofsydney.nsw.gov.au
3268,"au,gov,nsw,schools,warwickfar-p",213,au,gov,nsw,schools,warwickfar-p,,,,,,warwickfar-p.schools.nsw.gov.au
3269,"au,gov,qld,earlychildhood",2823,au,gov,qld,earlychildhood,,,,,,,earlychildhood.qld.gov.au
3270,"au,gov,nsw,gloucester,owa",4,au,gov,nsw,gloucester,owa,,,,,,owa.gloucester.nsw.gov.au
3271,"au,gov,qld,pki,t1c3",1,au,gov,qld,pki,t1c3,,,,,,t1c3.pki.qld.gov.au
3272,"au,gov,embassy,mautian",1,au,gov,embassy,mautian,,,,,,,mautian.embassy.gov.au
3273,"au,gov,nt,dcssearchz1",229,au,gov,nt,dcssearchz1,,,,,,,dcssearchz1.nt.gov.au
3274,"au,gov,occupationaltherapyboard",2505,au,gov,occupationaltherapyboard,,,,,,,,occupationaltherapyboard.gov.au
3275,"au,gov,tas,childcare,wwwfp",193,au,gov,tas,childcare,wwwfp,,,,,,wwwfp.childcare.tas.gov.au
3276,"au,gov,brs,adl",2496,au,gov,brs,adl,,,,,,,adl.brs.gov.au
3277,"au,gov,nt,nmnrc",571,au,gov,nt,nmnrc,,,,,,,nmnrc.nt.gov.au
3278,"au,gov,nt,coomaliecouncil",6,au,gov,nt,coomaliecouncil,,,,,,,coomaliecouncil.nt.gov.au
3279,"au,gov,nsw,epa,wastelocate",114,au,gov,nsw,epa,wastelocate,,,,,,wastelocate.epa.nsw.gov.au
3280,"au,gov,nsw,resourcingparents,admin",5,au,gov,nsw,resourcingparents,admin,,,,,,admin.resourcingparents.nsw.gov.au
3281,"au,gov,sa,berribarmera",32341,au,gov,sa,berribarmera,,,,,,,berribarmera.sa.gov.au
3282,"au,gov,nsw,dpws,projectweb",609,au,gov,nsw,dpws,projectweb,,,,,,projectweb.dpws.nsw.gov.au
3283,"au,gov,wa,migration",2186,au,gov,wa,migration,,,,,,,migration.wa.gov.au
3284,"au,gov,act,ambulance",74,au,gov,act,ambulance,,,,,,,ambulance.act.gov.au
3285,"au,gov,wa,mp,webmail",7,au,gov,wa,mp,webmail,,,,,,webmail.mp.wa.gov.au
3286,"au,gov,nsw,business,centralcoastupdate",461,au,gov,nsw,business,centralcoastupdate,,,,,,centralcoastupdate.business.nsw.gov.au
3287,"au,gov,qld,innovation",1,au,gov,qld,innovation,,,,,,,innovation.qld.gov.au
3288,"au,gov,dbcde,remote",8,au,gov,dbcde,remote,,,,,,,remote.dbcde.gov.au
3289,"au,gov,nsw,emos,trn",1,au,gov,nsw,emos,trn,,,,,,trn.emos.nsw.gov.au
3290,"au,gov,nt,marngarr",293,au,gov,nt,marngarr,,,,,,,marngarr.nt.gov.au
3291,"au,gov,aph,remote",1,au,gov,aph,remote,,,,,,,remote.aph.gov.au
3292,"au,gov,ascc,nosi",9,au,gov,ascc,nosi,,,,,,,nosi.ascc.gov.au
3293,"au,gov,nsw,health,bmdhproject",1003,au,gov,nsw,health,bmdhproject,,,,,,bmdhproject.health.nsw.gov.au
3294,"au,gov,imw,aa10",97,au,gov,imw,aa10,,,,,,,aa10.imw.gov.au
3295,"au,gov,qld,arts,artplace",91,au,gov,qld,arts,artplace,,,,,,artplace.arts.qld.gov.au
3296,"au,gov,isr,valuechains",118,au,gov,isr,valuechains,,,,,,,valuechains.isr.gov.au
3297,"au,gov,vic,dpcd,1",1,au,gov,vic,dpcd,1,,,,,,1.dpcd.vic.gov.au
3298,"au,gov,nsw,schools,wattleflat-p",84,au,gov,nsw,schools,wattleflat-p,,,,,,wattleflat-p.schools.nsw.gov.au
3299,"au,gov,vic,tradeandinvestment",1,au,gov,vic,tradeandinvestment,,,,,,,tradeandinvestment.vic.gov.au
3300,"au,gov,nsw,efa,searchdecs",67,au,gov,nsw,efa,searchdecs,,,,,,searchdecs.efa.nsw.gov.au
3301,"au,gov,nsw,icare,insurance",30,au,gov,nsw,icare,insurance,,,,,,insurance.icare.nsw.gov.au
3302,"au,gov,nsw,sl,bayala",7,au,gov,nsw,sl,bayala,,,,,,bayala.sl.nsw.gov.au
3303,"au,gov,nsw,dsrd,smallbiz,uat",420,au,gov,nsw,dsrd,smallbiz,uat,,,,,uat.smallbiz.dsrd.nsw.gov.au
3304,"au,gov,wa,health,australiaclinic",2605,au,gov,wa,health,australiaclinic,,,,,,australiaclinic.health.wa.gov.au
3305,"au,gov,nsw,artgallery,china",573,au,gov,nsw,artgallery,china,,,,,,china.artgallery.nsw.gov.au
3306,"au,gov,aph,25years",18,au,gov,aph,25years,,,,,,,25years.aph.gov.au
3307,"au,gov,fwo,paycheck",67,au,gov,fwo,paycheck,,,,,,,paycheck.fwo.gov.au
3308,"au,gov,embassy,hongkong,china",1,au,gov,embassy,hongkong,china,,,,,,china.hongkong.embassy.gov.au
3309,"au,gov,tas,justice,forms",7,au,gov,tas,justice,forms,,,,,,forms.justice.tas.gov.au
3310,"au,gov,vic,dse,dsewebapps",4650,au,gov,vic,dse,dsewebapps,,,,,,dsewebapps.dse.vic.gov.au
3311,"au,gov,nsw,schools,nepean-h",289,au,gov,nsw,schools,nepean-h,,,,,,nepean-h.schools.nsw.gov.au
3312,"au,gov,vic,experimedia",1516,au,gov,vic,experimedia,,,,,,,experimedia.vic.gov.au
3313,"au,gov,advertising",2599,au,gov,advertising,,,,,,,,advertising.gov.au
3314,"au,gov,aqis,w0",1,au,gov,aqis,w0,,,,,,,w0.aqis.gov.au
3315,"au,gov,vic,heritage,hermes-uat",1,au,gov,vic,heritage,hermes-uat,,,,,,hermes-uat.heritage.vic.gov.au
3316,"au,gov,wa,northam,library",1,au,gov,wa,northam,library,,,,,,library.northam.wa.gov.au
3317,"au,gov,nsw,schools,nordswharf-p",239,au,gov,nsw,schools,nordswharf-p,,,,,,nordswharf-p.schools.nsw.gov.au
3318,"au,gov,afc,nfsa,shop",183,au,gov,afc,nfsa,shop,,,,,,shop.nfsa.afc.gov.au
3319,"au,gov,sa,police,expiationphoto",55,au,gov,sa,police,expiationphoto,,,,,,expiationphoto.police.sa.gov.au
3320,"au,gov,psmprogram",2002,au,gov,psmprogram,,,,,,,,psmprogram.gov.au
3321,"au,gov,antarctica,mawsonshuts",336,au,gov,antarctica,mawsonshuts,,,,,,,mawsonshuts.antarctica.gov.au
3322,"au,gov,wa,swan",14538,au,gov,wa,swan,,,,,,,swan.wa.gov.au
3323,"au,gov,nsw,community,sdm,dr",47,au,gov,nsw,community,sdm,dr,,,,,dr.sdm.community.nsw.gov.au
3324,"au,gov,act,trading",61262,au,gov,act,trading,,,,,,,trading.act.gov.au
3325,"au,gov,wa,cityofperth,ftp",4,au,gov,wa,cityofperth,ftp,,,,,,ftp.cityofperth.wa.gov.au
3326,"au,gov,aims,www-rw",1,au,gov,aims,www-rw,,,,,,,www-rw.aims.gov.au
3327,"au,gov,agriculture,cp1,permits,mgmt",6,au,gov,agriculture,cp1,permits,mgmt,,,,,mgmt.permits.cp1.agriculture.gov.au
3328,"au,gov,wa,175anniversary",152,au,gov,wa,175anniversary,,,,,,,175anniversary.wa.gov.au
3329,"au,gov,trademarks",1,au,gov,trademarks,,,,,,,,trademarks.gov.au
3330,"au,gov,humanservices,training",1,au,gov,humanservices,training,,,,,,,training.humanservices.gov.au
3331,"au,gov,sa,mac,gettheedge",201,au,gov,sa,mac,gettheedge,,,,,,gettheedge.mac.sa.gov.au
3332,"au,gov,anzacdaysite",23,au,gov,anzacdaysite,,,,,,,,anzacdaysite.gov.au
3333,"au,gov,vic,development,careers",1,au,gov,vic,development,careers,,,,,,careers.development.vic.gov.au
3334,"au,gov,army",31538,au,gov,army,,,,,,,,army.gov.au
3335,"au,gov,qld,tr,maps",52,au,gov,qld,tr,maps,,,,,,maps.tr.qld.gov.au
3336,"au,gov,nt,safeschools",8,au,gov,nt,safeschools,,,,,,,safeschools.nt.gov.au
3337,"au,gov,nsw,schools,padstowpk-p",131,au,gov,nsw,schools,padstowpk-p,,,,,,padstowpk-p.schools.nsw.gov.au
3338,"au,gov,icdr",11817,au,gov,icdr,,,,,,,,icdr.gov.au
3339,"au,gov,nt,swc",43,au,gov,nt,swc,,,,,,,swc.nt.gov.au
3340,"au,gov,qld,qgcio,portal",15,au,gov,qld,qgcio,portal,,,,,,portal.qgcio.qld.gov.au
3341,"au,gov,vic,kindergarten,blogs",13,au,gov,vic,kindergarten,blogs,,,,,,blogs.kindergarten.vic.gov.au
3342,"au,gov,agedcarecomplaints",851,au,gov,agedcarecomplaints,,,,,,,,agedcarecomplaints.gov.au
3343,"au,gov,qld,rcc,web",33,au,gov,qld,rcc,web,,,,,,web.rcc.qld.gov.au
3344,"au,gov,wa,dpc,eonet",116,au,gov,wa,dpc,eonet,,,,,,eonet.dpc.wa.gov.au
3345,"au,gov,qld,archives,qalbum",1959,au,gov,qld,archives,qalbum,,,,,,qalbum.archives.qld.gov.au
3346,"au,gov,sa,cfs,dr",1,au,gov,sa,cfs,dr,,,,,,dr.cfs.sa.gov.au
3347,"au,gov,apvma,test",9,au,gov,apvma,test,,,,,,,test.apvma.gov.au
3348,"au,gov,dvs",72,au,gov,dvs,,,,,,,,dvs.gov.au
3349,"au,gov,nsw,schools,doublebay-p",153,au,gov,nsw,schools,doublebay-p,,,,,,doublebay-p.schools.nsw.gov.au
3350,"au,gov,act,economicdevelopment",1619,au,gov,act,economicdevelopment,,,,,,,economicdevelopment.act.gov.au
3351,"au,gov,nsw,dpi,oranwebgate1a",2,au,gov,nsw,dpi,oranwebgate1a,,,,,,oranwebgate1a.dpi.nsw.gov.au
3352,"au,gov,sa,forms,pir",3,au,gov,sa,forms,pir,,,,,,pir.forms.sa.gov.au
3353,"au,gov,act,tidbinbilla",92,au,gov,act,tidbinbilla,,,,,,,tidbinbilla.act.gov.au
3354,"au,gov,nsw,bmcc,webmail",11,au,gov,nsw,bmcc,webmail,,,,,,webmail.bmcc.nsw.gov.au
3355,"au,gov,nsw,cs2i",13,au,gov,nsw,cs2i,,,,,,,cs2i.nsw.gov.au
3356,"au,gov,sa,burnside,trees",1,au,gov,sa,burnside,trees,,,,,,trees.burnside.sa.gov.au
3357,"au,gov,nsw,fairtrading,enews,node1",6,au,gov,nsw,fairtrading,enews,node1,,,,,node1.enews.fairtrading.nsw.gov.au
3358,"au,gov,treasurer,parlsec",24006,au,gov,treasurer,parlsec,,,,,,,parlsec.treasurer.gov.au
3359,"au,gov,nsw,ag,aws",14,au,gov,nsw,ag,aws,,,,,,aws.ag.nsw.gov.au
3360,"au,gov,nsw,fairtrading,moneystuff",307,au,gov,nsw,fairtrading,moneystuff,,,,,,moneystuff.fairtrading.nsw.gov.au
3361,"au,gov,dpmc,federation",246,au,gov,dpmc,federation,,,,,,,federation.dpmc.gov.au
3362,"au,gov,nsw,hurstville,councillors",1,au,gov,nsw,hurstville,councillors,,,,,,councillors.hurstville.nsw.gov.au
3363,"au,gov,vic,juriesvictoria",95,au,gov,vic,juriesvictoria,,,,,,,juriesvictoria.vic.gov.au
3364,"au,gov,coaghealthcouncil",1091,au,gov,coaghealthcouncil,,,,,,,,coaghealthcouncil.gov.au
3365,"au,gov,tacklingbingedrinking",48,au,gov,tacklingbingedrinking,,,,,,,,tacklingbingedrinking.gov.au
3366,"au,gov,tas,justice,ecertificates",1,au,gov,tas,justice,ecertificates,,,,,,ecertificates.justice.tas.gov.au
3367,"au,gov,sa,justice",347,au,gov,sa,justice,,,,,,,justice.sa.gov.au
3368,"au,gov,nsw,health,dmz,spider",1066,au,gov,nsw,health,dmz,spider,,,,,spider.dmz.health.nsw.gov.au
3369,"au,gov,vic,hume,request",9,au,gov,vic,hume,request,,,,,,request.hume.vic.gov.au
3370,"au,gov,health,tgasime",103164,au,gov,health,tgasime,,,,,,,tgasime.health.gov.au
3371,"au,gov,qld,tmr,learnzone-uat",1,au,gov,qld,tmr,learnzone-uat,,,,,,learnzone-uat.tmr.qld.gov.au
3372,"au,gov,vic,rentingcommissioner",108,au,gov,vic,rentingcommissioner,,,,,,,rentingcommissioner.vic.gov.au
3373,"au,gov,tas,brighton,hermes",9,au,gov,tas,brighton,hermes,,,,,,hermes.brighton.tas.gov.au
3374,"au,gov,dcita,web",2,au,gov,dcita,web,,,,,,,web.dcita.gov.au
3375,"au,gov,nt,canetoads",1,au,gov,nt,canetoads,,,,,,,canetoads.nt.gov.au
3376,"au,gov,tas,connect,mail",33,au,gov,tas,connect,mail,,,,,,mail.connect.tas.gov.au
3377,"au,gov,nsw,schools,narrabri-p",808,au,gov,nsw,schools,narrabri-p,,,,,,narrabri-p.schools.nsw.gov.au
3378,"au,gov,sa,govcommunications",135,au,gov,sa,govcommunications,,,,,,,govcommunications.sa.gov.au
3379,"au,gov,natese,nssc",7869,au,gov,natese,nssc,,,,,,,nssc.natese.gov.au
3380,"au,gov,wa,mm,jeremy",122,au,gov,wa,mm,jeremy,,,,,,jeremy.mm.wa.gov.au
3381,"au,gov,act,tenders",1416,au,gov,act,tenders,,,,,,,tenders.act.gov.au
3382,"au,gov,nsw,rockdale,rccweb",993,au,gov,nsw,rockdale,rccweb,,,,,,rccweb.rockdale.nsw.gov.au
3383,"au,gov,wa,mandurah,gis2",2,au,gov,wa,mandurah,gis2,,,,,,gis2.mandurah.wa.gov.au
3384,"au,gov,sa,adelaidia",5290,au,gov,sa,adelaidia,,,,,,,adelaidia.sa.gov.au
3385,"au,gov,qld,childprotectioninquiry,w",1,au,gov,qld,childprotectioninquiry,w,,,,,,w.childprotectioninquiry.qld.gov.au
3386,"au,gov,act,nxtbus",46,au,gov,act,nxtbus,,,,,,,nxtbus.act.gov.au
3387,"au,gov,nsw,industry,spatialtest",1,au,gov,nsw,industry,spatialtest,,,,,,spatialtest.industry.nsw.gov.au
3388,"au,gov,vic,melbourne,urbanwater",1638,au,gov,vic,melbourne,urbanwater,,,,,,urbanwater.melbourne.vic.gov.au
3389,"au,gov,act,domesticanimals",5732,au,gov,act,domesticanimals,,,,,,,domesticanimals.act.gov.au
3390,"au,gov,nsw,customerservice",300,au,gov,nsw,customerservice,,,,,,,customerservice.nsw.gov.au
3391,"au,gov,humanrights,bringingthemhome",3383,au,gov,humanrights,bringingthemhome,,,,,,,bringingthemhome.humanrights.gov.au
3392,"au,gov,tga",17451,au,gov,tga,,,,,,,,tga.gov.au
3393,"au,gov,vic,dpcd,planningschemes",1049,au,gov,vic,dpcd,planningschemes,,,,,,planningschemes.dpcd.vic.gov.au
3394,"au,gov,nsw,gamblinghelp",8827,au,gov,nsw,gamblinghelp,,,,,,,gamblinghelp.nsw.gov.au
3395,"au,gov,nsw,local-e,parry",80,au,gov,nsw,local-e,parry,,,,,,parry.local-e.nsw.gov.au
3396,"au,gov,bookshop",8,au,gov,bookshop,,,,,,,,bookshop.gov.au
3397,"au,gov,nsw,lls,western",1370,au,gov,nsw,lls,western,,,,,,western.lls.nsw.gov.au
3398,"au,gov,vic,education,prism",83,au,gov,vic,education,prism,,,,,,prism.education.vic.gov.au
3399,"au,gov,nsw,randwick,link",18692,au,gov,nsw,randwick,link,,,,,,link.randwick.nsw.gov.au
3400,"au,gov,qld,govnet,ssq",1,au,gov,qld,govnet,ssq,,,,,,ssq.govnet.qld.gov.au
3401,"au,gov,vic,boroondara,ourvoice",57,au,gov,vic,boroondara,ourvoice,,,,,,ourvoice.boroondara.vic.gov.au
3402,"au,gov,nsw,mosman,events",3308,au,gov,nsw,mosman,events,,,,,,events.mosman.nsw.gov.au
3403,"au,gov,australianminesatlas,w",1,au,gov,australianminesatlas,w,,,,,,,w.australianminesatlas.gov.au
